filename,Rice_or_chips,Diet,Cuisine_org,Cuisine,Dish_name,Home_or_restaurant,Ingredients,Healthiness_rating,Healthiness_rating_int,Likeness,Likeness_int,Benchmark_A
000499.jpg,Rice,vegetarian,indian,indian,"capsicum,potato_curry_rice(pulao)_and_tortilla",home,"ingredients_for_capsicum:
2-3_large_bell_peppers_(capsicum),cut_into_strips
2_tablespoons_oil
1_onion,finely_chopped
2-3_green_chilies,finely_chopped_(adjust_to_your_spice_preference)
1_tablespoon_ginger-garlic_paste
2_large_tomatoes,finely_chopped
1/2_teaspoon_cumin_seeds
1/2_teaspoon_turmeric_powder
1_teaspoon_red_chili_powder_(adjust_to_your_spice_preference)
1_teaspoon_garam_masala
salt,to_taste
fresh_coriander_leaves,chopped,for_garnish_(optional)
ingredients_for_pulao:
1.5_cups_basmati_rice_(or_any_long-grain_rice),washed_and_soaked_for_20-30_minutes
2_tablespoons_ghee_or_oil
whole_spices_(1_bay_leaf,2-3_cloves,2-3_green_cardamom_pods,1-inch_cinnamon_stick)
1_onion,thinly_sliced
1_green_chili,slit_(adjust_to_your_spice_preference)
1_small_carrot,diced
1_small_potato,diced
1/4_cup_green_peas_(fresh_or_frozen)
1/2_cup_mixed_vegetables_(beans,bell_peppers,etc.)_-_optional
1_teaspoon_ginger-garlic_paste
2_cups_water_or_vegetable/chicken_broth
salt,to_taste
fresh_coriander_leaves,chopped,for_garnish_(optional)",healthy,4.0,strongly_like,5.0,Test
000500.jpg,Rice,non_vegetarian,spanish,spanish,seafood_paella,restaurant,"rice,tomato,onion,garlic,olive_oil,prawn,mussel",healthy,4.0,strongly_like,5.0,Test
000501.jpg,Rice,non_vegetarian,pakistani,pakistani,mince_biryani,home,"lamb_or_goat_mince,basmati_rice,onions,garlic,ginger,tomato,green_chilli,red_chilli,black_pepper,turmeric,yodhurt,water,salt,vegetable_oil,cumin,coriander,green_cardamom,brown_cardamom,clove,cinnamon,soy,bay_leaves,food_colouring",healthy,4.0,like,4.0,Train
000507.jpg,Rice,non_vegetarian,pakistani,pakistani,daal_and_rice_and_chicken,home,"rice,yellow_daal,chicken,lettuce,tomatoes,cucumbers,salt,herbs,vinegar,garlic,onion,tumeric",very_healthy,5.0,strongly_like,5.0,Train
000512.jpg,Rice,vegetarian,south_indian,south_indian,vangi_bath,home,"brinjal,oil,rice,onion,spices",healthy,4.0,strongly_dislike,1.0,Test
000514.jpg,Rice,non_vegetarian,british,british,chicken_and_rice,home,"chicken,rice,plantain,mixed_herbs",healthy,4.0,like,4.0,Test
000516.jpg,Rice,non_vegetarian,indian,indian,mutton_biryani,home,"mutton,onion,green_chillies,garam_masala,ginger&garlic_paste,coriander&cumin_powder,chilly_powder,salt,pepper,turmeric_powder,basmati_rice,spices,oil",healthy,4.0,strongly_like,5.0,Train
000524.jpg,Rice,vegetarian,indian,indian,rajma_chawal,home,"red_kidney_beans,basmati_rice,garlic,ginger,green_chilli,coriander_powder,cumin_powder,ground_black_pepper,green_cardamom,black_cardamom,clove,sunflower_oil,ghee,tomato,onion,salt,water",healthy,4.0,like,4.0,Train
000525.jpg,Rice,vegan,indian,indian,brinjal_bath,home,"brinjal,garam_masala,brinjal_bath_mix,chilli,chilli_powder,cumin_seeds,salt,rice",very_healthy,5.0,strongly_like,5.0,Train
000527.jpg,Rice,non_vegetarian,indian,indian,biryani,home,"rice,chicken,salt,pepper,red_chilli_powder,gravy,oil",neutral,3.0,strongly_like,5.0,Train
000541.jpg,Rice,non_vegetarian,persian,persian,sabzi_polo_with_mahi,home,"herbs,fish,rice",healthy,4.0,like,4.0,Test
000543.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,restaurant,"rice,onion,tomato,turmeric_powder,red_chilli_powder,ghee,chicken,yoghurt,ginger_garlic_paste",healthy,4.0,strongly_like,5.0,Train
000546.jpg,Rice,non_vegetarian,pakistani,pakistani,chicken_biryani,home,"chicken,basmati_rice,salt,chilli_powder,tumeric_powder,corriander_powder,garam_masala,ginger,garlic,onion,potatoes",healthy,4.0,like,4.0,Train
000552.jpg,Chips,non_vegetarian,african,african,chicken_with_fries,green_pepper,"chicken,flour,oil,potatoes,salt,pepper,hot_sauce",unhealthy,2.0,dislike,2.0,Train
000558.jpg,Chips,non_vegetarian,european,european,chicken_wings_and_chips,restaurant,"chicken_wings,black_pepper,plain_flour,garlic_powder,mustard_powder,cayenne_pepper,vegetable_oil,potato_chips,salt",very_unhealthy,1.0,dislike,2.0,Train
000560.jpg,Rice,vegetarian,indian,indian,pulliyogare,home,"rice,pulliyogare_powder,spices",very_healthy,5.0,strongly_like,5.0,Train
000565.jpg,Rice,non_vegetarian,thai,thai,tom_yum_noodle_chicken,rosa's_thai_café,"soup,rice_noodles,roasted_chilli_paste,cherry_tomatoes,mushrooms,aromatic_herbs,coconut_milk",neutral,3.0,neutral,3.0,Train
000572.jpg,Rice,non_vegetarian,indian,indian,pan-fried_spicy_clams,home,"clams,rice_flour,gram_flour,red_chilli_powder,turmeric_powder,coriander_powder,cumin_powder,ginger-garlic_paste,tamarind_pulp,fresh_coconut,mustard_seeds,cumin_seeds,fenugreek_seeds,curry_leaves,asafoetida,oil,salt",healthy,4.0,strongly_like,5.0,Test
000576.jpg,Rice,vegetarian,indian,indian,vegetable_pulao,home,"butter,cumin,bay_leaf,cinnamon,cardamom,cloves,pepper,onion,tomato,beans,peas,carrot,potato,salt,water,basmati_rice",very_healthy,5.0,neutral,3.0,Train
000582.jpg,Chips,non_vegetarian,british,british,fish_and_chips,restaurant,"breaded_cod,fried_potatoes",healthy,4.0,strongly_like,5.0,Train
000587.jpg,Rice,vegetarian,indian,indian,rice_and_cauliflower_gravy,home,"cauliflower,onions,tomatoes,ginger_garlic_paste,oil,salt,whole_spices,chillies,rice",very_healthy,5.0,like,4.0,Test
000589.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,home,"chicken,rice,lettuce_leaves,ginger,garlic,biryani_mix",healthy,4.0,strongly_like,5.0,Train
000601.jpg,Chips,non_vegetarian,german,german,hamburger,home,"hamburger_bread,sausag,tomatoes,ketchap",unhealthy,2.0,like,4.0,Train
000607.jpg,Rice,vegetarian,indian,indian,poha,home,"flattened_rice,green_peas,potato,tomato,onions",very_healthy,5.0,like,4.0,Train
000618.jpg,Rice,vegetarian,taiwanese,taiwanese,fried_rice,home,"egg,rice,bean",healthy,4.0,like,4.0,Test
000620.jpg,Rice,non_vegetarian,indian,indian,seer_fish_curry,home,"seer_fish,onion,mustard,tomato,curry_leaves,garlic,chilli_powder,tumeric,cooking_oil",healthy,4.0,strongly_like,5.0,Test
000627.jpg,Rice,vegetarian,chinese,chinese,fried_rice,home,"rice,soy_sauce,vinegar,red_chilli_sauce,green_chilli_sauce,onion,capsicum,peas,coriander,salt,sunflower_oil",unhealthy,2.0,like,4.0,Train
000628.jpg,Rice,non_vegetarian,indian,indian,chicken_keema_rice,home,"rice,chicken,spices,pepper,olive_oil,ginger,garlic",healthy,4.0,strongly_like,5.0,Train
000629.jpg,Chips,non_vegetarian,mexican,mexican,"mexican_chicken,chicken_wings_and_fries",resraurant,"chicken,lime_juice,olive_oil,garlic,chili_powder,cumin,paprika,cayenne_pepper,black_pepper,fresh_cilantro,potatoes,salt,chicken_wings,cooking_oil,flour,pepper",unhealthy,2.0,strongly_like,5.0,Train
000640.jpg,Rice,vegetarian,indian,indian,tomato_pulav,home,"rice,tomato,onion,turmeric,ghee,chilli,garam_masala,salt",neutral,3.0,neutral,3.0,Train
000646.jpg,Rice,non_vegetarian,chinese,chinese,sanbao_rice,mama_li,"duck,chicken,pork,rice,pak_choi,garlic,",healthy,4.0,strongly_like,5.0,Test
000651.jpg,Chips,vegetarian,british,british,fried_chicken_steak,restaurant,"french_fries,chicken,cucumbers,tomatoes,lettuce",healthy,4.0,dislike,2.0,Train
000659.jpg,Rice,non_vegetarian,zimbabwean,zimbabwean,rice_beef_with_potato,home,"beef_steak,water,potato,rice,tomato,red_pepper,onion,olive_oil,red_chilli,salt,garlic_powder",healthy,4.0,strongly_like,5.0,Train
000660.jpg,Rice,vegetarian,indian,indian,rajma_rice,home,"rice,kidney_beans,spices",very_healthy,5.0,strongly_like,5.0,Train
000667.jpg,Chips,non_vegetarian,international,international,loaded_fries,wngz,"cheese,jalapenos,chicken,onions,spring_onions,sriracha,fries",very_unhealthy,1.0,like,4.0,Train
000668.jpg,Rice,non_vegetarian,south-indian,south_indian,pulao_rice_with_chicken_tikka_masala,home,"basmati_rice,onions,oil,turmeric,cardamom,cloves,chicken,garlic,yogurt,green_chillies,ginger,lemonjuice,tomatoes,cashew_nuts,coriander,butter,bay_leaf_powder",unhealthy,2.0,like,4.0,Train
000671.jpg,Rice,vegan,spanish,spanish,paella,home,"olive_oil,onion,celery,carrot,turmeric,smoked_paprika,paella_rice,tomatoes,spinach,butter_beans,stock_cube,lemon_juice",very_healthy,5.0,like,4.0,Train
000675.jpg,Rice,vegetarian,indian,indian,poha(flattened_rice),restaurant,"rice_flakes,tumeric_powder,green_chilli,chickpea_flour_noodles,onion,curry_leaves,caraway_seeds,oil,cumin_seeds,salt",healthy,4.0,like,4.0,Train
000676.jpg,Rice,vegetarian,indian,indian,vegetable_pulav,home,"rice,peas,veggies,garam_masala,turmeric_powder,chilli_powder",very_healthy,5.0,strongly_like,5.0,Train
000677.jpg,Rice,vegetarian,south_indian,south_indian,poha,home,"pressed_rice,spices,oil,onion,chillies,tomato,salt",healthy,4.0,strongly_dislike,1.0,Train
000680.jpg,Chips,non_vegetarian,global,global,steak,harper's_steakhouse_weighbridge,"sirloin,chunky_chips,vine_ripened_tomatoes,garlic_field_mushroom,sauce",healthy,4.0,like,4.0,Train
000682.jpg,Rice,vegetarian,indian,indian,chickpea_curry_with_rice,home,"rice,oil,water,chickpea,salt,spices,cardamom,cumin_seeds,ginger-garlic_paste,tomato_puree,onions,green_chilli,ghee,bay_leaf,cinnamon",healthy,4.0,like,4.0,Train
000683.jpg,Rice,non_vegetarian,international,international,fried_fillets_with_rice_and_boiled_carrots,home,"chicken_breast_fillets,rice,carrots",healthy,4.0,strongly_like,5.0,Train
000688.jpg,Rice,non_vegetarian,indian,indian,chicken_tikka_masala_meal,restaurant,"chicken,spices,chole_bhature,flour,butter,rice",healthy,4.0,strongly_like,5.0,Train
000690.jpg,Rice,non_vegetarian,indian,indian,chicken_curry_and_rice,home,"chicken,spices,onion,ginger_garlic_paste,oil,white_rice",healthy,4.0,like,4.0,Train
000694.jpg,Rice,non_vegetarian,taiwanese,taiwanese,taiwanese_braised_rice_with_pork_and_soy_sauce,mian,"pork,carrot,egg,pak_choi,garlic,",healthy,4.0,strongly_like,5.0,Test
000698.jpg,Rice,non_vegetarian,panasian,panasian,tamarind_fish_and_rice,bananatree,"fish_fillets,garlic,chili,tamarind_sauce,sweet_basil,crusjed_nuts",healthy,4.0,strongly_like,5.0,Train
000706.jpg,Rice,non_vegetarian,mexican,mexican,chilli_con_carne,home,"black_beans,rice,chilli,sour_cream,minced_beef,peppers,onions",neutral,3.0,like,4.0,Train
000713.jpg,Rice,non_vegetarian,indian,indian,chicken_lunch_pot,home,"chicken,rice,salt,oil,turmeric_powder,chilli_powder,cumin_powder,coriander_powder,tomato,onion,ginger_paste,garlic_paste",neutral,3.0,strongly_like,5.0,Test
000715.jpg,Rice,vegetarian,mexican,mexican,mexican_rice,restaurant,"puffed_rice,garlic,onion,cumin_and_chilli_powder",healthy,4.0,neutral,3.0,Train
000719.jpg,Rice,vegetarian,indian,indian,palak__bhakri,home,"spinash,fenugreek,rice_dough,onion,ginger,lady_fingers,",very_healthy,5.0,strongly_like,5.0,Test
000720.jpg,Rice,non_vegetarian,indian,indian,spicy_grilled_chicken_and_cumin_rice,grilled_cottage_watford,"chicken,rice,spices,garlic",unhealthy,2.0,strongly_like,5.0,Test
000722.jpg,Rice,non_vegetarian,indian,indian,gravy_chicken_with_rice_and_rissole/savoury_stuffed_pastry,home,"ingredients:
for_the_samosa_dough:
2_cups_all-purpose_flour
1/4_cup_vegetable_oil_or_ghee_(clarified_butter)
1/2_teaspoon_salt
water,as_needed
for_the_samosa_filling:
3-4_medium-sized_potatoes,boiled,peeled,and_diced
1/2_cup_green_peas_(fresh_or_frozen)
2_tablespoons_oil
1_teaspoon_cumin_seeds
1_teaspoon_ginger,finely_grated
1_teaspoon_garlic,minced
2-3_green_chilies,finely_chopped_(adjust_to_your_spice_preference)
1_teaspoon_coriander_powder
1/2_teaspoon_cumin_powder
1/2_teaspoon_garam_masala
1/2_teaspoon_red_chili_powder_(adjust_to_your_spice_preference)
1/2_teaspoon_turmeric_powder
salt,to_taste
2_tablespoons_fresh_coriander_leaves,chopped
2_tablespoons_lemon_juice
for_frying:
oil,for_deep_frying

for_the_chicken:
4_boneless,skinless_chicken_breasts_or_thighs
1_tablespoon_olive_oil
salt_and_pepper,to_taste
1_teaspoon_paprika
1_teaspoon_garlic_powder
1_teaspoon_onion_powder
1/2_teaspoon_dried_thyme_(optional)
for_the_rice:
1_cup_long-grain_white_rice
2_cups_chicken_broth
1_tablespoon_butter_(optional)
salt,to_taste
for_the_gravy:
2_tablespoons_butter
2_tablespoons_all-purpose_flour
1_cup_chicken_broth
1/2_cup_milk_(whole_or_2%)
salt_and_pepper,to_taste",healthy,4.0,strongly_like,5.0,Train
000731.jpg,Rice,non_vegetarian,nigerian,nigerian,rice_with_spinach,home,"rice,palm_oil,sunflower_oil,tomatoes,spinach,thyme,garlic,maggi,curry_powder,chilli_pepper,chicken_stock,salt,beef",healthy,4.0,strongly_like,5.0,Train
000735.jpg,Rice,non_vegetarian,chinese,chinese,egg_fried_rice,home,"cooked_rice,oil,vegtables,eggs,soya_sauce,ginger,garlic,green_chilly,tomato_sauce,pepper_powder,salt",neutral,3.0,like,4.0,Train
000736.jpg,Rice,vegetarian,indian,indian,rice_and_rasam_curry,home,"rice,tomato,tomato_paste,pepper_powder,dry_indian_chilli,green_leaves",very_healthy,5.0,strongly_dislike,1.0,Train
000740.jpg,Rice,non_vegetarian,persian,persian,gheyme_with_rice,home,"split_pea,meat,tomato_paste,potatoes,rice",neutral,3.0,like,4.0,Train
000741.jpg,Rice,vegetarian,indian,indian,rice_with_chickpea_curry,home,"rice,chickpeas,onions,tomato,mustard,green_chillies,turmeric_powder,corriander_powder_and_oil",healthy,4.0,like,4.0,Train
000750.jpg,Rice,non_vegetarian,indian,indian,chicken_biriyani,home,"chicken,rice,curd,onion,tomato,spices,oil",neutral,3.0,strongly_like,5.0,Train
000755.jpg,Rice,vegetarian,indian,indian,dal_chawal,home,"basmati_rice,ghee,masoor,asafoetida,cumin_seed,turmeric",healthy,4.0,strongly_like,5.0,Test
000756.jpg,Rice,vegetarian,indonesian,indonesian,vegetable_curry_and_rice,home,"onion,garlic,chicken,courgette,carrot,celery,rice",healthy,4.0,like,4.0,Test
000760.jpg,Rice,vegetarian,snack,snack,bhel,homemade,"puffed_rice,chopped_onions,tomatoes,raw_mango,green_chillies,coriander_leaves,sev,peanuts,salt,chaat_masala,lemon_juice",neutral,3.0,like,4.0,Test
000762.jpg,Rice,vegetarian,indian,indian,yellow_cumin_rice,home,"white_rice,cumin_seeds,turmeric,salt,red_chili_powder",healthy,4.0,like,4.0,Test
000766.jpg,Rice,vegetarian,indian,indian,dal_rice,home,"lentils_soup,rice",healthy,4.0,like,4.0,Train
000772.jpg,Chips,non_vegetarian,american,american,hamburger_with_fries,five_guys_watford,"beef,bread,tomato,lettuce,pickles,onion,mayonnaise",unhealthy,2.0,strongly_like,5.0,Train
000774.jpg,Rice,non_vegetarian,mediterranean,mediterranean,chicken_and_rice,home,"rice,chicken,tomato_sauce,onion,potatoes,spinach,yogurt",healthy,4.0,like,4.0,Train
000778.jpg,Rice,non_vegetarian,indian,indian,"battered_cod_fish_fillet,rice,salad",home,"battered_cod_fish_fillet,vegetable_oil,rice,onion,cucumber,lettuce,carrot",healthy,4.0,strongly_like,5.0,Train
000782.jpg,Rice,vegan,indian,indian,spicy_puffed_rice,restaurant,"puffed_rice,tamrind_and_date_sauce,onion,tomato,coriander,chilli,chilli_sauce,lemon",healthy,4.0,strongly_like,5.0,Test
000783.jpg,Rice,vegan,indian,indian,rasam_rice,home,"boiled_rice,tomato,onion,green_chilli,turmeric_powder,chilli_powder,garlic,ginger,mustard_seed,salt,tamarind",neutral,3.0,neutral,3.0,Train
000785.jpg,Rice,vegetarian,indian,indian,"rice,_flat_bread_with_eggplant,plain_dal_and_salad",home,"rice,wheat_flour,pigeon_peas,turmeric,salt,water,brinjal,mustard_oil,garlic,green_chilies,turmeric,carrot,onion,",healthy,4.0,like,4.0,Test
000787.jpg,Rice,non_vegetarian,jamaican,jamaican,oxtail_stew,home,"oxtail,onions,tomatos,garlic,ginger,scotch_bonnet,pimento,thyme,seasoning,butter_beans,dumplings,rice,squash,carrots",healthy,4.0,strongly_like,5.0,Train
000790.jpg,Rice,vegetarian,indian,indian,bisi_bele_bath,home,"coriander_seeds,channa_dal,urad_dal,cumin,methi,sesame_seeds,vegetable_oil,red_chillies,curry_leaves,turmeric,toor_dal,ghee,white_rice,onions,tomatoes,salt,tamarind,chilli_powder,carrot,beans,okra",very_healthy,5.0,strongly_like,5.0,Train
000795.jpg,Rice,non_vegetarian,japanese,japanese,bento,obento_deli,"rice,crab,sweet_potato,shumai,prawn,konjac,carrot,mountain_potato,tofu,okra,kamaboko,eggs,broccoli,fish,ham,dango,lotus_root,chicken_meatballs,shiitake,sansai",neutral,3.0,neutral,3.0,Train
000802.jpg,Rice,non_vegetarian,chinese,chinese,egg_fried_rice,restaurant,"rice,egg,soya_sauce,chilli_sauce,tomato_sauce,cumin,sunflower_oil,black_pepper_powder,carrot,chilli,beans,onion",healthy,4.0,like,4.0,Train
000811.jpg,Rice,vegetarian,indian,indian,roasted_flat_rice_with_indian_tea,home,"2_cups_thin_poha_(flattened_rice)
1/2_cup_peanuts
1/4_cup_roasted_chana_dal_(split_chickpeas)
1/4_cup_cashew_nuts
1/4_cup_raisins_(optional)
2-3_tablespoons_oil
1/2_teaspoon_mustard_seeds
1/2_teaspoon_cumin_seeds
8-10_curry_leaves
2-3_dried_red_chilies,broken_into_pieces
1/4_teaspoon_turmeric_powder
1/4_teaspoon_asafoetida_(hing)
salt,to_taste
1-2_tablespoons_sugar_(optional,adjust_to_taste)
1/2_teaspoon_chaat_masala_(optional)
1/2_teaspoon_red_chili_powder_(adjust_to_your_spice_preference)
a_pinch_of_citric_acid_(nimbu_phool)_or_1-2_tablespoons_lemon_juice
milk
2_teaspoon_sugar
tea",healthy,4.0,like,4.0,Test
000812.jpg,Rice,vegetarian,indian,indian,chole_and_rice,home,"chickpeas(chole),sunflower_oil,onions,cumin_seeds,ginger,garlic_cloves,curry_powder,tomato_sauce,coriander,basmati_rice,salt,red_chilli_powder,water,salt,garam_masala",healthy,4.0,like,4.0,Train
000814.jpg,Chips,non_vegetarian,south_african,south_african,nando's_butterfly_chicken_with_garlic_bread_and_peri-peri_fries,restaurant,"for_butterfly_chicken:
whole_chicken,nando's_peri-peri_sauce_or_marinade,olive_oil,lemon_juice,salt,black_pepper,garlic
for_garlic_bread:baguette_or,french_bread,butter,garlic,cloves
for_peri-peri_fries:
potatoes,nando's_peri-peri_spice,olive_oil,salt_and_pepper",healthy,4.0,strongly_like,5.0,Test
000822.jpg,Rice,vegan,indian,indian,tomato_rice,home,"boiled_rice,tomato,onion,garlic,coriander_leaves,chilli_powder,_turmeric_powder,salt,bay_leaves,sunflower_oil,pepper,cardamom,clove,lemon",healthy,4.0,strongly_like,5.0,Train
000830.jpg,Rice,non_vegetarian,arab,arab,kebab_and_rice,home,"rice,kebab,garlic_bread,mixed_spices",healthy,4.0,like,4.0,Train
000831.jpg,Rice,vegetarian,indian,indian,rice_and_sambar,home,"dal,rice,sambar_powder,chilli_powder,tamarind,turmeric_powder",very_healthy,5.0,strongly_like,5.0,Train
000833.jpg,Rice,non_vegetarian,chinese,chinese,braised_pork_and_potatoes_over_rice,home,"potato,pork,rice,lettuce",neutral,3.0,like,4.0,Test
000839.jpg,Rice,non_vegetarian,indian,indian,tomato_rice_with_egg_omlette,home,"rice,egg,onion,tomato,green_chilli,ginger,garlic,chilli_powder,turmeric_powder,corriander_powder_and_oil",healthy,4.0,neutral,3.0,Train
000840.jpg,Rice,non_vegetarian,chinese,chinese,beef_fried_rice,mrs_chew's_chinese_kitchen,"oil,rice,egg,salt,beans,carrots,corns,scallions,garlic,soy_sauce,oyster sauce",neutral,3.0,neutral,3.0,Train
000842.jpg,Rice,non_vegetarian,indian,indian,hyderabadi_mutton_dum_biryani,home,"mutton,onion,green_chillies,garam_masala,ginger&garlic_paste,coriander&cumin_powder,chilly_powder,salt,pepper,turmeric_powder,basmati_rice,spices,oil,yoghurt,coriander&mint_leaves,fried_onion,butter",neutral,3.0,strongly_like,5.0,Train
000845.jpg,Chips,non_vegetarian,german,german,beef_burger_with_chips,buns_&_berries,"beef_patty,bun,breaded_onion,bbq_sauce,chilli_sauce,lettuce,tomato,cheddar,potato,oil",unhealthy,2.0,strongly_like,5.0,Test
000858.jpg,Rice,non_vegetarian,chinese,chinese,egg_fried_rice,home,"eggs,rice",healthy,4.0,like,4.0,Train
000862.jpg,Rice,non_vegetarian,indian,indian,rice_with_mutton_curry,home,"rice,lamb,spices,chilly_powder,tomato,onion,sunflower_oil,coriander_powder_and_salt",healthy,4.0,like,4.0,Test
000864.jpg,Rice,non_vegetarian,cuban,cuban,cuban_rice,home,"vegetable_oil,egg,banana,rice",neutral,3.0,strongly_like,5.0,Train
000866.jpg,Chips,non_vegetarian,american,american,burger_and_fries,harvester,"potato,bread_bun,chicken,cheese,tomato,lettuce,onion,bbq_sauce",very_unhealthy,1.0,dislike,2.0,Train
000869.jpg,Rice,vegetarian,indian,indian,red_kidney_beans_with_vegetable_pulav,home,"red_kidney_beans,onions,tomatoes,cooking_oil_(vegetable_oil,_canola_oil,_or_ghee),garlic,ginger,green_chilies,cumin_seeds,ground_coriander,ground_cumin,turmeric_powder,garam_masala,red_chili_powder,salt,fresh_cilantro_leaves,water,rice,peas,carrots",unhealthy,2.0,strongly_like,5.0,Test
000872.jpg,Rice,vegetarian,indian,indian,rice_flakes_upma,home,"rice_flakes,carrot,onion,ginger,green_peas,french_beans,peanuts,raisins",healthy,4.0,like,4.0,Train
000882.jpg,Rice,vegetarian,indian,indian,rice_khichdi,home,"rice,pulses,cumin_seeds,turmeric_powder,coriander_powder",healthy,4.0,strongly_like,5.0,Train
000887.jpg,Chips,non_vegetarian,american,american,chicken_burger_with_fries_and_wings,restaurant,"fried_chicken_breast,lettuce,ketchup,sesame_seed_bun,mayonnaise,fried_potatoes,fried_chicken_wings",unhealthy,2.0,like,4.0,Train
000889.jpg,Chips,non_vegetarian,british,british,fried_chicken_and_chips,restaurant,"chicken_wings,potato,peanut_oil,coriander,salt",unhealthy,2.0,like,4.0,Test
000891.jpg,Rice,vegetarian,indian,indian,seasoned_rice_with_tempering,home,"rice,onions,coriander_leaves,mint_leaves,green_chillies,ginger-garlic_paste,black_pepper,bay_leaf,cardamom,cumin_seeds,cinnamon_stick,cloves,oil,salt,turmeric_powder,water",very_healthy,5.0,strongly_like,5.0,Test
000892.jpg,Rice,non_vegetarian,arab,arab,bbq_meats_and_rice,home,"kebab,chicken_wings,red_onion_and_rice",healthy,4.0,strongly_like,5.0,Test
000896.jpg,Rice,non_vegetarian,indian,indian,rice_and_chicken_curry,home,"for_rice:_rice,water,salt_to_taste,for_chicken_curry:_chicken_pieces,onions,tomatoes,ginger-garlic_paste,red_chili_powder,turmeric_powder,coriander_powder,garam_masala,cooking_oil,salt_to_taste,water,",healthy,4.0,strongly_like,5.0,Train
000897.jpg,Rice,vegetarian,indian_snack,indian_snack,poha,homemade,"flattened_rice,oil,mustard_seeds,cumin_seeds,green_chillies,onion,potatoes,peas,salt,sugar,lemon_juice,cilantro,curry_leaves",very_healthy,5.0,strongly_like,5.0,Train
000899.jpg,Rice,non_vegetarian,kenyan,kenyan,fried_rice_with_beans,home,"rice,beans,water,tomato,red_pepper,onion,olive_oil,red_chilli,salt,garlic_powder,",healthy,4.0,strongly_like,5.0,Train
000904.jpg,Rice,vegetarian,sri_lankan,srilankan,sri_lankan_curry_and_rice,home,"rice,red_lentils,spinach,vegetable_oil,curry_powder,onions,tomato_paste",healthy,4.0,like,4.0,Test
000907.jpg,Chips,non_vegetarian,american,american,grilled_chicken_and_fries,restaurant,"grilled_chicken_leg,fried_potatoes,",unhealthy,2.0,neutral,3.0,Train
000913.jpg,Rice,vegetarian,indian,indian,spicy_flattened_rice,home,"mustard_oil,black_mustard_seeds,flattened_rice,peanut,onion,green_chilies,turmeric_powder,salt,curry_leaves,",neutral,3.0,dislike,2.0,Train
000917.jpg,Rice,non_vegetarian,arab,arab,marianated_chicken_fillet_&_rice,home,"rice,pomegranate,aubergine,mixed_salad",healthy,4.0,like,4.0,Train
000919.jpg,Rice,non_vegetarian,french,french,lamb_roast,home,"lamb,rice,lamb_letuce,mushroom_sauce",healthy,4.0,strongly_like,5.0,Train
000924.jpg,Rice,non_vegetarian,chinese,chinese,fried_rice,mr_wong’s_wok_&_box_️,"rice,beef_slices,porret,chilli,oil,etc",unhealthy,2.0,strongly_like,5.0,Train
000926.jpg,Rice,vegetarian,turkish,turkish,rice_pudding,efes,"rice,milk",unhealthy,2.0,strongly_dislike,1.0,Train
000929.jpg,Rice,vegetarian,asian,asian,salmon_poke,restaurant,"salmon,green_peas,fried_onion,rice,sriracha_mayo",healthy,4.0,like,4.0,Test
000930.jpg,Rice,non_vegetarian,chinese,chinese,king_prawn_fried_rice,restaurant,"prawns,rice_peanut_oil,soy_sauce,eggs,garlic,onions",healthy,4.0,strongly_like,5.0,Train
000931.jpg,Rice,vegetarian,indian,indian,bisibelebath,home,"toor_dal,rice,mixed_vegetables_(such_as_carrots,_beans,_peas),tamarind,water,oil_or_ghee,mustard_seeds,cumin_seeds,urad_dal,chana_dal,red_chilies,curry_leaves,asafoetida_(hing),turmeric_powder,sambar_powder,jaggery_(optional),salt,ghee",very_healthy,5.0,strongly_like,5.0,Train
000939.jpg,Rice,vegetarian,italian,italian,risotto,home,"rice,olive_oil,cheese,chilli_flakes,turmeric_powder,salt",healthy,4.0,neutral,3.0,Train
000941.jpg,Chips,vegetarian,american,american,halloumi_shroomi,home_(hellofresh),"halloumi,garlic,protobello_mushroom,dried_rosemary,potatoesl_tomatos,cheese,burger_buns,wild_rocket,pesto,balsamic_vinegar",healthy,4.0,strongly_like,5.0,Test
000942.jpg,Rice,non_vegetarian,pakistani,pakistani,chicken_biryani,home,"chicken,onion,biryani_masala,yoghurt",very_unhealthy,1.0,strongly_like,5.0,Train
000947.jpg,Rice,non_vegetarian,indian,indian,chicken_biryani,home,"rice,chicken,tomato,onion,yogurt,mint,coriander,biryani_spice",healthy,4.0,strongly_like,5.0,Test
000948.jpg,Rice,non_vegetarian,indian,indian,egg_rice,home,"egg,rice,salt,onion,spices,oil",healthy,4.0,like,4.0,Train
000949.jpg,Rice,vegetarian,indian,indian,rice_with_baby_chickpeas_curry_and_moong_dal_salad,home,"for_rice:_rice,for_baby_chickpeas_curry:_baby_chickpeas,onions,tomatoes,ginger-garlic_paste,red_chili_powder,turmeric_powder,coriander_powder,garam_masala,cooking_oil,salt,water,for_moong_dal_salad:_moong_dal,cucumber,tomatoes,onions,green_chilies,fresh_coriander_leaves,lemon_juice,salt,cumin_powder,chaat_masala",very_healthy,5.0,neutral,3.0,Test
000954.jpg,Rice,non_vegetarian,japanese,japanese,onigiri,dashi_chazuke,"rice,seaweed,salmon,black_sesame_seeds,pickles",very_healthy,5.0,strongly_like,5.0,Test
